,Content
805,ايوه ارواح نسحقك
806,Hh
807,متفكر بلي قدام اسم ريكاردو كان اسمي مراهق بعدها كرهت من اسم مراهق أيا بدلتو بريكاردو و بعدها صارو هذا السيرفر يعرفوني باسم ريكاردو
808,ربحت زوج قيم
809,<:RTN_Floppachad:1023214051733557329>
810,بلع
811,
812,اسمع ني حابك دير ميوت لواحد
813,I .. u <:uncannycat:1152013915954352148>
814,ريكاردو🫡
815,
816,خاوتي شكون عندو تصوير تاع نكنا بغمالتوا
817,هذاك القحبون دخل هذيك النهار فوقت elan
818,في رايك مين محترف أكثر أنا ولا هو
819,🤨
820,5m🤑
821,منعرف
822,<:uncannycat:1152013915954352148>
823,سيريو طيحلي بيما وهذا ممنوع فقوانين سيرفر
824,<:waaa:1124009353410773152>
825,ماستر فقمة هه
826,بات مان الليزوم <:emoji_90:1188671864160137226>
827,Do u love me? <@1283283339155083287> chan ?<:emoji_101:1191547625883828325>
828,تسما فيزوج قعرناك 🗿
829,تناك لعزيز خو
830,اربط <@1299642182092718128> 28d
831,:white_check_mark: **@batman00592 تم اعطائه وقت مستقطع!**
832,Yalh sir t7wa
833,اسم شباب ميفقش لوخر
834,كمك
835,اححححح و يعطيه
836,No ydk fih
837,<:4pepoflower:1115409521750331503>
838,الله يحفظك طيحلي بيما
839,
840,اعطيه نهار برك فخاطري 🙂
841,بغل كنت حندبر 5m
842,Bghl
843,Ydk fih
844,ميزيدش يطيح 🥵
845,<a:oussa_noway:1112968041664352256> شيكور
846,<@1299642182092718128> nkmk makalh tji tnb7li f prv
847,Ayoooo m3amn rak
848,شكون عندوا ختو
849,W <@1283283339155083287>_kun 😭
850,🥵
851,<@855352776611594261>
852,هادير خدمتك نيشان
853,انت
854,نتا
855,باينة انتي ختي
856,Ydk fih
857,<@1299642182092718128> <:megamind5:1152015946874097684>
858,مننساكش
859,شيكور غاتو ساموراي
860,زبي
861,N3rfk ?
862,تحوس تلخقو
863,نن لعزيز
864,ح
865,7ab n7wik
866,🗿
867,<:NIGGA_omg:1150394296680329226> <:NIGGA_omg:1150394296680329226>
868,اسمع هاك ختنا باطل تريقليك <@1298318639618855075>
869,بلعي ياممحونة وابعثي حتشونك فانستا
870,زبي باين نقش
871,نورمال احويه جيب بيه لوقت
872,Lokan nb3tlhom nl9ak nta l9a7ba f insta
873,دير على راسو ساشي كحل متحسش بالفرق
874,نبعتلك تصاور ترمتك
875,Blé
876,3
877,Athlaw
878,Tntfo
879,Ro7 t3ti
880,تاعمن ؟ <:ChineseMan:1150410495434690630>
881,Jib msrfok
882,صحيت
883,N9ch
884,Mba3d
885,تاعك
886,9wdo drk
887,# باك شكون توحشني
888,<@1195134511546105958> <@1142540508183416883>  يالزبدة حتى هنا و راكم تتڨاعرو
889,no body
890,Trma had gordon
891,😭
892,Ya5o n9ch wallah
893,اييييي مشي ضحكنا معاك شوية يتحل قاعك زير روحك <:emoji_104:1191547769664573450>
894,بلاسبة تاكلو
895,<@855352776611594261>  rak tchof storyat dyalo f insta ?
896,"<@1195134511546105958> <@1142540508183416883> 

# تناقشو بهدوء"
897,تبانو كشغل ليزبيانز يتحاكو
898,لالا
899,كاينة
900,
901,Ya wdi raho y7t reels ta3 bnat ytbawso wytagi f zbi
902,خخخخ
903,اسمع زيد نيكو معاك بكاش 28d
904,Rani mdayr close friends
905,لالا
906,متحرشش هكذا يالسلفي <@1195134511546105958>
907,"Ahah tsma toxic machi close friend 
الغدر بدا"
908,S9si jhony hh
909,
910,ليزبيانز فالستوريات ديريكت
911,Ana || sir t9wd||
912,بخريبشة مداير كلوز فالكونت ثاني مهوش معايا
913,تتحول لطور السلفي غير كي نجبدو تبون
914,Its tge truth
915,H
916,Fr ? <@1283283339155083287>_chan <:emoji_102:1191547661355065454>
917,Close friends
918,Hada wch y3rf yna9ch
919,Nn ana salafi 24h
920,Yajdk sir t9wd w5tini
921,هكذا مراكش دايرنا close friends <:emoji_104:1191547769664573450>
922,Mi ki thdr 3la tbon 9adr tkon 3la ideology ta3 lkhwarj
923,يانمي مداير فخريبشة
924,السلفي يحب التومبويز و يدير ستوريات ليز ؟؟؟
925,لوخر مكش معايا
926,صاي بطلت تيمبويز
927,نسيت <:SU_NOICE:1152013869057847326>
928,نحب masc
929,واش وليت تحب ضرك صيبون تعالجت وليت تحب نورمال
930,<@855352776611594261> chof prv hh
931,But I love u I can t leave u alone <:emoji_101:1191547625883828325>
932,Nkmk
933,Mwriltoch story mt5fch
934,Masc girls 😍
935,Manich m savihom
936,Bl3 w ab3th fl grup khir
937,تسما وليت تحب لفيمبويز
938,Okk
939,Ezzz
940,هاهو معتز و حبو وخطيني انا <@1004677837250371664>
941,Lala hado bnat ylbso ki wlad mi mch kima temboys
942,Machi chbab 😟
943,<:NIGGA_omg:1150394296680329226>   tomboys undercover
944,حبيبنا باغي يغطي الشمس بالغربال
945,Ydk fih drk shaba ?
946,Nn 😭
947,نن
948,<:3dogsad:1123333471142674584>
949,👍
950,
951,وش بيك
952,رني نتمسخر برك
953,علي افتار
954,اوك
955,"# الفرق بين ""فيمبوي"" و""تومبوي""

1. فيمبوي (Femboy): هو شاب أو رجل يظهر بشكل أو سلوكيات تعتبر تقليديًا ""أنثوية"". قد يتبنى أسلوبًا في اللباس أو المكياج أو التصرفات التي تميل للجانب الأنثوي، ولكن دون أن يكون بالضرورة مثلي الجنس أو متحول جنسياً. الفكرة تتمحور حول تحدي القوالب التقليدية للذكورة والانفتاح على التعبير الفردي.


2. تومبوي (Tomboy): تشير إلى الفتاة أو المرأة التي تتبنى مظهرًا أو سلوكيات تقليدية تُعتبر ""ذكورية"". التومبوي قد ترتدي ملابس غير تقليدية للنساء وتفضل الأنشطة التي ترتبط غالبًا بالذكور، مثل الرياضات أو المغامرات الخارجية. المصطلح يعبر عن شخصية تفضل التوجه الذكوري في اللباس والسلوك، ولكنه لا يرتبط بالهوية الجنسية أو الميول"
956,يدكم فيه
957,علاه ؟
958,ملقيتش واش نبعت عجبتني تع يدكم فيه بعتها
959,اوكي
960,واش فيها يدكم فيه برك ماشي حاجة كبيرة
961,Toxic rak fd7tna
962,اني جيت
963,Mar7ba
964,هاهو صاحبك <@1004677837250371664>
965,مرحبا
966,<:ChineseMan:1150410495434690630>
967,ماشي شباب بدلو
968,<:emoji_47:1151909990727163954>
969,نعطيك تصويرتو ؟
970,ايههه
971,<:Dead_inside:1150410964659863592>
972,وش بيك نشوفك اذا زل
973,<:way61:1152013922229043310>
974,همم
975,النجدة
976,ابعتلي تصويرتك <@1004677837250371664>-chan
977,نتا ولد ولا بنت ولا احم
978,سلام عليكم
979,عليكم السلام
980,وعليكم السلام
981,وعليكم السلام
982,Gtx 1080ti هو باباك
983,و ابببببب
984,وشنو هاذو ؟ كارت غرافيك؟
985,واش
986,ايه
987,ارواح تشوف تصويرتو
988,علاه راكم مسمين روحكم بيهم ؟
989,ابعث
990,منيش عارف 🗿
991,يسمي نفسو على الحل تاعو
992,نسمي نفسي جورجينا 🗿
993,Rtx 3060
994,يدير 7ملايت
995,ن
996,و 1080ti يدير 4ونص لاكن مستعنل
997,جديد
998,و؟
999,<@1167199303333326989>_chan
1000,
1001,نتا من وين ؟
1002,<:tadcarlfachero36:1152016084430487552>
1003,why
1004,اح
1005,قبايلي
1006,Idk
1007,🗿
1008,احترم لقبايل
1009,<:co6aka:1150410498987274310>
1010,احترم نساهم برك
1011,نجي نخطبك !
1012,<:uncannycat:1152013915954352148>
1013,اوووبس
1014,شحال لمهر تاعك
1015,no tya7
1016,<:emoji_101:1191547625883828325>
1017,سمحولي
1018,<@1055946289055023144>_sama
1019,كلافي او مهري شوي
1020,<:confused_sherk:1150411388846604288>
1021,حذفو لحلقة 7 من Adam's sweet agony 😭😭😭
1022,لقيتلك بلاصة باه تخدم و نتا راقد تروح ؟
1023,Yes pls <@1283283339155083287>_chan <:emoji_102:1191547661355065454>
1024,نتا طفل ولا طفلة فهم روحك
1025,وهران
1026,فهم روحك 🥰
1027,بليدة
1028,كيفي <:uncannycat:1152013915954352148>
1029,kach shra ?
1030,"# في اللغة اليابانية، هناك عدة ألقاب تستخدم بعد الأسماء للتعبير عن مستويات مختلفة من الاحترام

1. -سان (San)

المعنى: يستخدم كصيغة احترام عامة، تعادل ""السيد"" أو ""السيدة"".

الاستخدام: يضاف بعد اسم الشخص في التعاملات الرسمية أو عند مخاطبة شخص ليس قريبًا جدًا.

مثال: ""سوزوكي-سان"" تعني ""السيد/السيدة سوزوكي"".


2. -تشان (Chan)

المعنى: يستخدم للأشخاص القريبين، وخاصة الأطفال أو الأصدقاء المقربين. يحمل طابعًا حميميًا ولطيفًا.

الاستخدام: غالبًا يستخدم بين الأصدقاء، العائلة، أو عند مخاطبة الأطفال. قد يكون له طابع عاطفي عند استخدامه بين الحبيبين.

مثال: ""ميكو-تشان"" تشير إلى ميكو بطريقة ودية.


3. -كن (Kun)

المعنى: يُستخدم بشكل شائع مع الأولاد أو الرجال الشباب، لكنه قد يُستخدم أيضًا للفتيات في بعض الحالات.

الاستخدام: يُستخدم في المدارس، العمل (مع الزملاء الأصغر سنًا أو الأقل رتبة)، وأحيانًا بين الأصدقاء.

مثال: ""تارو-كن"" يُستخدم لمناداة الشاب تارو بطريقة غير رسمية.


4. -ساما (Sama)

المعنى: مستوى أعلى من الاحترام من ""-سان""، يعادل ""الموقر"" أو ""السيد المحترم"".

الاستخدام: يُستخدم في السياقات الرسمية جدًا، مثل التعامل مع العملاء، أو عند مخاطبة الشخصيات المهمة.

مثال: ""كامي-ساما"" للإشارة إلى الإله بطريقة محترمة.


5. -سينسي (Sensei)

المعنى: تعني ""المعلم"" أو ""المختص""، وتُستخدم للإشارة إلى المعلمين، الأطباء، أو أي شخص يمتلك خبرة أو مكانة عالية.

الاستخدام: تُستخدم مع الأطباء، المعلمين، والفنانين.

مثال: ""تاكاشي-سينسي"" تعني ""الأستاذ تاكاشي"".


6. -دونو (Dono)

المعنى: مستوى أقل من ""-ساما"" لكنه لا يزال يحمل قدرًا من الاحترام، وتعني ""السيد الكريم"".

الاستخدام: نادر الاستخدام في اليابان الحديثة، لكنه يظهر في السياقات التاريخية أو الأدب التقليدي.

مثال: ""أوي-دونو"" تعني ""السيد أوي"" بشكل محترم.


7. -شي (Shi)

المعنى: يُستخدم بشكل أساسي في الكتابات الرسمية للإشارة إلى الأشخاص بشكل محايد.

الاستخدام: يُستخدم في الوثائق، التقارير، أو الأخبار عندما يُراد الحديث عن شخص ما بموضوعية.

مثال: ""يامادا-شي"" في مقال إخباري يشير إلى ""السيد/السيدة يامادا"".


ملحوظة:

الألقاب في اليابان تعتبر جزءًا هامًا من ثقافة التواصل، واختيار اللقب المناسب يظهر احترامًا وتقديرًا للطرف الآخر."
1031,# شكرا ل chat gpt
1032,تسما انا شخصية كبيرة
1033,Yes <@1055946289055023144>_sama
1034,<:Jerry_Laugh:1150411385424072776>
1035,"## بندقية AK-47: تاريخها وخصائصها

### مقدمة
تُعتبر بندقية AK-47 واحدة من أشهر الأسلحة النارية في العالم. صُممت هذه البندقية في الاتحاد السوفيتي في أواسط القرن العشرين، وتحديدًا في عام 1947 على يد المصمم ميخايل كلاشينكوف. وقد أثرت على الحروب والصراعات في العديد من الدول.

### التصميم والخصائص
تتميز AK-47 بكونها بندقية هجومية ذات مكونات بسيطة تجعلها سهلة الاستخدام والصيانة. تُطلق رصاصة من عيار 7.62 × 39 مم، مما يوفر لها قدرة على اختراق الأهداف بشكل فعّال. وزنها الخفيف (حوالي 4.3 كجم) وبنيتها المتينة يسمحان باستخدامها في ظروف صعبة.

### التاريخ والاستخدام
تم استخدام AK-47 بشكل واسع خلال الحرب الباردة، حيث اعتمدتها العديد من الجيوش والمجموعات الثورية حول العالم. كانت تُعتبر رمزًا للقوة والثورة، ورغم تطور الأسلحة النارية، لا تزال تحظى بشعبية كبيرة حتى اليوم.

### التأثير الثقافي
تجاوز تأثير AK-47 المجال العسكري ليصبح رمزًا ثقافيًا. تظهر في الأفلام والموسيقى والفن، مما يعكس دورها في التاريخ الحديث وتأثيرها على المجتمعات.

### الخاتمة
تظل AK-47 واحدة من أكثر الأسلحة تأثيرًا في التاريخ، حيث تمثل قوة الشعوب وصراعاتها. رغم التحديات والتغيرات في التكنولوجيا العسكرية، ستظل هذه البندقية علامة فارقة في تاريخ الأسلحة."
1036,"# مسدس M1911
M1911 هو مسدس نصف آلي تم تصميمه بواسطة المخترع الأمريكي جون براونينغ عام 1911، واعتمد بشكل رسمي كسلاح جانبي للجيش الأمريكي. يعتبر هذا المسدس واحداً من أشهر الأسلحة النارية في القرن العشرين، وقد استخدم على نطاق واسع خلال الحربين العالميتين الأولى والثانية، إضافة إلى العديد من الصراعات الأخرى.

المواصفات الرئيسية

العيار: .45 ACP (عيار كبير يمنح قوة اختراق عالية).

الوزن: حوالي 1.1 كغ.

الطول: 21.6 سم.

سعة المخزن: 7 طلقات، مع إمكانية إضافة طلقات إضافية يدوياً.


مميزاته

القوة العالية: يمتاز بقوة ارتداده العالية بسبب العيار الكبير، مما يجعله فعالاً في الاشتباكات القريبة.

المتانة والموثوقية: تصميمه المتين جعله سلاحاً موثوقاً به في ظروف الحرب القاسية.

التصميم البسيط: يتسم بسهولة الفك والتركيب، مما يتيح صيانته بسهولة من قبل الجنود.


الاستخدامات

ظل M1911 سلاحاً جانبياً قياسياً للقوات المسلحة الأمريكية حتى منتصف الثمانينات، عندما تم استبداله بمسدس Beretta M9. إلا أن شعبيته لم تتراجع، حيث لا يزال يتم إنتاجه واستخدامه من قبل بعض القوات الخاصة والشرطة، بالإضافة إلى المدنيين."
